row_id,row_name,bits_0,disable_param_reserve2,ref_id_default,sfx_variation_id,weight,basic_price,sell_value,behavior_id,replace_item_id,sort_id,appearance_replace_item_id,yes_no_dialog_message_id,use_enable_sp_effect_type,pot_group_id,pad,icon_id,model_id,shop_lv,comp_trophy_sed_id,trophy_seq_id,max_num,consume_hero_point,over_dexterity,goods_type,ref_category,sp_effect_category,unknown_0x40,goods_use_anim,opme_menu_type,use_limit_category,replace_category,reserve4,bits_48,bits_49,bits_4a,sync_num_vary_id,ref_id_1,ref_virtual_wep_id,vagrant_item_lot_id,vagrant_bonus_ene_drop_item_lot_id,vagrant_item_ene_drop_item_lot_id,cast_sfx_id,fire_sfx_id,effect_sfx_id,bits_6c,supple_type,auto_replenish_type,bits_6f,max_repository_num,sort_group_id,bits_73,sale_value,rarity,use_limit_summon_buddy,use_limit_sp_effect_type,ai_use_judge_id,consume_mp,consume_hp,reinforce_goods_id,reinforce_material_id,reinforce_price,use_level_vow_type0,use_level_vow_type1,use_level_vow_type2,use_level_vow_type3,use_level_vow_type4,use_level_vow_type5,use_level_vow_type6,use_level_vow_type7,use_level_vow_type8,use_level_vow_type9,use_level_vow_type10,use_level_vow_type11,use_level_vow_type12,use_level_vow_type13,use_level_vow_type14,use_level_vow_type15,use_level,reserve5,item_get_tutorial_flag_id,character_init_id,bullet_id,unknown_3,reserve3,extra_hex
64,�,1,000000,-1,-1,0.0,0,1,0,-1,999999,-1,-1,0,0,00,0,0,-1,-1,-1,99,0,50,0,2,0,255,255,0,0,0,0000,223,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9,0,0,65,0,255,1,1,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff00,0,-1,-1,-1,00000000ffffffffffffffff,ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000
65,�,1,000000,-1,-1,0.0,0,1,0,-1,999999,-1,-1,0,0,00,0,0,-1,-1,-1,99,0,50,0,2,0,255,255,0,0,0,0000,223,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9,0,0,65,0,255,1,1,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff00,0,-1,-1,-1,00000000ffffffffffffffff,ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000
66,�,1,000000,-1,-1,0.0,0,1,0,-1,999999,-1,-1,0,0,00,0,0,-1,-1,-1,99,0,50,0,2,0,255,255,0,0,0,0000,223,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9,0,0,65,0,255,1,1,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff00,0,-1,-1,-1,00000000ffffffffffffffff,ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000
67,�,1,000000,-1,-1,0.0,0,1,0,-1,999999,-1,-1,0,0,00,0,0,-1,-1,-1,99,0,50,0,2,0,255,255,0,0,0,0000,223,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9,0,0,65,0,255,1,1,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff00,0,-1,-1,-1,00000000ffffffffffffffff,ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000
68,�,1,000000,-1,-1,0.0,0,1,0,-1,999999,-1,-1,0,0,00,0,0,-1,-1,-1,99,0,50,0,2,0,255,255,0,0,0,0000,223,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9,0,0,65,0,255,1,1,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff00,0,-1,-1,-1,00000000ffffffffffffffff,ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000
69,�,1,000000,-1,-1,0.0,0,1,0,-1,999999,-1,-1,0,0,00,0,0,-1,-1,-1,99,0,50,0,2,0,255,255,0,0,0,0000,223,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9,0,0,65,0,255,1,1,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff00,0,-1,-1,-1,00000000ffffffffffffffff,ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000
300,�,1,000000,10030000,5,0.0,0,-1,0,-1,2000,-1,-1,0,0,00,25,0,-1,-1,-1,2,0,50,0,1,0,255,3,0,0,0,0000,223,24,136,0,-1,830000,-1,-1,-1,300120,-1,-1,9,0,2,67,0,30,0,0,0,0,609,10000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0402,0,-1,-1,-1,0000000070d2c600ffffffff,7ad2c600ffffffffffffffffffffffffffffffffffffffff1400010000000000
320,�,1,000000,10032000,17,0.0,0,-1,0,-1,2060,-1,-1,0,0,00,28,0,-1,-1,-1,2,0,50,0,1,0,255,3,0,0,0,0000,223,24,136,0,-1,832000,-1,-1,-1,300170,-1,-1,9,0,2,67,0,30,0,0,0,0,609,10000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0402,0,-1,-1,-1,0000000040dac600ffffffff,72dac600ffffffffffffffffffffffffffffffffffffffff1400010000000000
330,�,1,000000,10033000,20,0.0,0,-1,0,-1,2110,-1,-1,0,0,00,30,0,-1,-1,-1,2,0,50,0,1,0,255,3,0,0,0,0000,223,24,136,0,-1,833000,-1,-1,-1,300190,-1,-1,9,0,2,65,0,30,0,0,1,0,609,10000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0402,0,-1,-1,-1,0000000028dec600ffffffff,32dec600ffffffffffffffffffffffffffffffffffffffff1400010000000000
340,�,1,000000,10034000,5,0.0,0,-1,0,-1,2130,-1,-1,0,0,00,31,0,-1,-1,-1,2,0,50,0,1,0,255,3,0,0,0,0000,223,24,136,0,-1,834000,-1,-1,-1,300200,-1,-1,9,0,2,65,0,30,0,0,1,0,609,10000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0402,0,-1,-1,-1,0000000010e2c600ffffffff,1ae2c600ffffffffffffffffffffffffffffffffffffffff1400010000000000
350,�,1,000000,10035000,17,0.0,0,-1,0,-1,2080,-1,-1,0,0,00,32,0,-1,-1,-1,2,0,50,0,1,0,255,42,0,0,0,0000,223,24,136,0,-1,835000,-1,-1,-1,300180,-1,-1,9,0,2,67,0,30,0,0,0,0,609,10000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0402,0,-1,-1,-1,00000000f8e5c600ffffffff,02e6c600ffffffffffffffffffffffffffffffffffffffff1400010000000000
360,�,1,000000,10036000,5,0.0,0,-1,0,-1,2140,-1,-1,0,0,00,560,0,-1,-1,-1,2,0,50,0,1,0,255,3,0,0,0,0000,223,24,136,0,-1,836000,-1,-1,-1,300160,-1,-1,9,0,2,65,0,30,0,0,1,0,609,10000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0402,0,-1,-1,-1,00000000e0e9c600ffffffff,eae9c600ffffffffffffffffffffffffffffffffffffffff1400010000000000
370,�,1,000000,10037000,5,0.0,0,-1,0,-1,2100,-1,-1,0,0,00,561,0,-1,-1,-1,2,0,50,0,1,0,255,3,0,0,0,0000,223,24,136,0,-1,837000,-1,-1,-1,300240,-1,-1,9,0,2,65,0,30,0,0,1,0,609,10000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0402,0,-1,-1,-1,00000000c8edc600ffffffff,d2edc600ffffffffffffffffffffffffffffffffffffffff1400000000000000
390,�,1,000000,10039000,21,0.0,0,-1,0,-1,2190,-1,-1,0,0,00,86,0,-1,-1,-1,2,0,50,0,1,0,255,42,0,0,0,0000,223,24,136,0,-1,-1,-1,-1,-1,300350,-1,-1,9,0,2,65,0,30,0,0,0,0,609,10000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0402,0,-1,-1,-1,0000000098f5c600ffffffff,a2f5c600ffffffffffffffffffffffffffffffffffffffff1400000000000000
391,�,1,000000,10039100,21,0.0,0,-1,0,-1,2200,-1,-1,0,0,00,87,0,-1,-1,-1,2,0,50,0,1,0,255,42,0,0,0,0000,223,24,136,0,-1,-1,-1,-1,-1,300355,-1,-1,9,0,2,65,0,30,0,0,0,0,609,10000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0402,0,-1,-1,-1,00000000fcf5c600ffffffff,06f6c600ffffffffffffffffffffffffffffffffffffffff1400000000000000
600,�,1,000000,10060000,5,0.0,0,-1,0,-1,2160,-1,-1,0,0,00,585,0,-1,-1,-1,2,0,50,0,1,0,255,42,0,0,0,0000,223,24,136,0,-1,860000,-1,-1,-1,300130,-1,-1,9,0,2,65,0,30,0,0,1,0,609,10000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0402,0,-1,-1,-1,00000000a047c700ffffffff,aa47c700ffffffffffffffffffffffffffffffffffffffff1400010000000000
640,�,1,000000,10064000,-1,0.0,0,-1,0,-1,2150,-1,-1,0,0,00,213,0,-1,-1,-1,2,0,50,0,1,0,255,42,0,0,0,0000,223,24,136,0,-1,864000,-1,-1,-1,300210,-1,-1,9,0,2,65,0,30,0,0,1,0,609,10000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0402,0,-1,-1,-1,000000004057c700ffffffff,4a57c700ffffffffffffffffffffffffffffffffffffffff1400000000000000
650,�,1,000000,10065000,17,0.0,0,-1,0,-1,2170,-1,-1,0,0,00,196,0,-1,-1,-1,2,0,50,0,1,0,255,42,0,0,0,0000,223,24,136,0,-1,865000,-1,-1,-1,300220,-1,-1,9,0,2,65,0,30,0,0,1,0,609,10000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0402,0,-1,-1,-1,00000000285bc700ffffffff,325bc700ffffffffffffffffffffffffffffffffffffffff1400010000000000
660,�,1,000000,10066000,17,0.0,0,-1,0,-1,2040,-1,-1,0,0,00,197,0,-1,-1,-1,2,0,50,0,1,0,255,42,0,0,0,0000,223,24,136,0,-1,866000,-1,-1,-1,300230,-1,-1,9,0,2,67,0,30,0,0,0,0,609,10000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0402,0,-1,-1,-1,00000000105fc700ffffffff,1a5fc700ffffffffffffffffffffffffffffffffffffffff1400010000000000
670,�,1,000000,10067000,5,0.0,0,-1,0,-1,2120,-1,-1,0,0,00,611,0,-1,-1,-1,2,0,50,0,1,0,255,3,0,0,0,0000,223,24,136,0,-1,867000,-1,-1,-1,300380,-1,-1,9,0,2,65,0,30,0,0,1,0,609,10000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0402,0,-1,-1,-1,00000000f862c700ffffffff,0263c700ffffffffffffffffffffffffffffffffffffffff1400010000000000
700,�,0,000000,540150,65,0.0,0,50,0,-1,530,-1,-1,2099,0,00,680,0,-1,-1,-1,1,0,50,0,2,0,255,45,0,0,0,0000,223,16,8,0,-1,-1,-1,540155,540156,302220,302221,-1,13,0,2,65,0,10,1,0,3,0,0,30000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff00,0,-1,-1,-1,00000000ffffffffffffffff,ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000
820,�,1,000000,500820,12,0.0,0,50,0,-1,1240,-1,-1,0,0,00,638,0,-1,-1,-1,2,0,50,0,2,0,1,26,0,0,0,0000,223,24,8,0,-1,-1,-1,-1,-1,301350,-1,-1,13,0,2,65,0,20,1,0,1,0,609,30000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0408,0,-1,900503050,-1,0000000012cf0a00ffffffff,13cf0a00ffffffff0b96ac35ffffffff0c96ac35ffffffff1400000000000000
830,�,1,000000,500830,12,0.0,0,50,0,-1,1230,-1,-1,0,0,00,639,0,-1,-1,-1,2,0,50,0,2,0,1,26,0,0,0,0000,223,24,8,0,-1,-1,-1,-1,-1,301360,-1,-1,13,0,2,65,0,20,1,0,0,0,609,30000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0408,0,-1,900503060,-1,000000001ccf0a00ffffffff,1dcf0a00ffffffff1596ac35ffffffff1696ac35ffffffff1400000000000000
900,�,1,000000,3060,12,0.0,0,100,0,-1,1000,-1,-1,0,0,00,43,0,-1,-1,-1,2,0,50,0,2,0,255,0,0,0,0,0000,223,24,8,0,-1,-1,-1,-1,-1,-1,301033,-1,13,0,2,65,0,20,1,0,0,0,609,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0403,0,-1,-1,-1,0000000062cf0a00ffffffff,67cf0a00ffffffffffffffffffffffffffffffffffffffff1400000000000000
910,�,1,000000,3050,11,0.0,0,100,0,-1,1020,-1,-1,0,0,00,44,0,-1,-1,-1,2,0,50,0,2,0,255,0,0,0,0,0000,223,24,8,0,-1,-1,-1,-1,-1,-1,301031,-1,13,0,2,65,0,20,1,0,0,0,609,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0403,0,-1,-1,-1,000000004ecf0a00ffffffff,53cf0a00ffffffffffffffffffffffffffffffffffffffff1400000000000000
920,�,1,000000,3092,12,0.0,0,100,0,-1,1030,-1,-1,0,0,00,45,0,-1,-1,-1,2,0,50,0,2,0,255,0,0,0,0,0000,223,24,8,0,-1,-1,-1,-1,-1,-1,301039,-1,13,0,2,65,0,20,1,0,0,0,609,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0403,0,-1,-1,-1,000000008acf0a00ffffffff,8fcf0a00ffffffffffffffffffffffffffffffffffffffff1400000000000000
930,�,1,000000,3055,12,0.0,0,100,0,-1,1040,-1,-1,0,0,00,46,0,-1,-1,-1,2,0,50,0,2,0,255,0,0,0,0,0000,223,24,8,0,-1,-1,-1,-1,-1,-1,301037,-1,13,0,2,65,0,20,1,0,0,0,609,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0403,0,-1,-1,-1,0000000058cf0a00ffffffff,5dcf0a00ffffffffffffffffffffffffffffffffffffffff1400000000000000
940,�,1,000000,3070,13,0.0,0,200,0,-1,1010,-1,-1,0,0,00,47,0,-1,-1,-1,2,0,50,0,2,0,255,0,0,0,0,0000,223,24,8,0,-1,-1,-1,-1,-1,-1,301035,-1,13,0,2,65,0,20,1,0,0,0,609,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0403,0,-1,-1,-1,0000000076cf0a00ffffffff,7bcf0a00ffffffffffffffffffffffffffffffffffffffff1400000000000000
950,�,1,000000,3090,15,0.0,0,200,0,-1,1060,-1,-1,0,0,00,950,0,-1,-1,-1,2,0,50,0,2,0,255,0,0,0,0,0000,223,24,8,0,-1,-1,-1,-1,-1,-1,301041,-1,13,0,2,65,0,20,1,0,0,0,609,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0403,0,-1,-1,-1,0000000080cf0a00ffffffff,85cf0a00ffffffffffffffffffffffffffffffffffffffff1400000000000000
960,�,1,000000,3065,12,0.0,0,200,0,-1,1050,-1,-1,0,0,00,49,0,-1,-1,-1,2,0,50,0,2,0,255,0,0,0,0,0000,223,24,8,0,-1,-1,-1,-1,-1,-1,301043,-1,13,0,2,65,0,20,1,0,0,0,609,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0403,0,-1,-1,-1,000000006ccf0a00ffffffff,71cf0a00ffffffffffffffffffffffffffffffffffffffff1400000000000000
1000,�,1,000000,-1,1,0.0,0,-1,0,1001,0,-1,-1,0,0,00,15,0,-1,-1,-1,1,0,50,0,0,0,255,254,0,0,0,0000,95,129,16,0,-1,-1,-1,-1,-1,301001,-1,-1,13,1,0,65,0,10,1,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff00,0,-1,-1,-1,00000000ffffffffffffffff,ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000
1001,�,1,000000,501000,1,0.0,0,-1,0,1000,0,-1,-1,0,0,00,16,0,-1,-1,-1,20,0,50,0,2,0,255,10,0,0,0,0000,223,1,25,1,-1,-1,-1,-1,-1,301000,-1,301002,13,1,0,65,0,10,1,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff00,0,-1,-1,-1,00000000ffffffffffffffff,ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000
1002,�,1,000000,-1,1,0.0,0,-1,0,1003,0,-1,-1,0,0,00,15,0,-1,-1,-1,1,0,50,0,0,0,255,254,0,0,0,0000,95,129,16,0,-1,-1,-1,-1,-1,301001,-1,-1,13,1,0,65,0,10,1,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff00,0,-1,-1,-1,00000000ffffffffffffffff,ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000
1003,�,1,000000,501001,1,0.0,0,-1,0,1002,0,-1,-1,0,0,00,16,0,-1,-1,-1,20,0,50,0,2,0,255,10,0,0,0,0000,223,1,17,1,-1,-1,-1,-1,-1,301000,-1,301002,13,1,0,65,0,10,1,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff00,0,-1,-1,-1,00000000ffffffffffffffff,ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000
1004,�,1,000000,-1,1,0.0,0,-1,0,1005,0,-1,-1,0,0,00,15,0,-1,-1,-1,1,0,50,0,0,0,255,254,0,0,0,0000,95,129,16,0,-1,-1,-1,-1,-1,301001,-1,-1,13,1,0,65,0,10,1,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff00,0,-1,-1,-1,00000000ffffffffffffffff,ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000
1005,�,1,000000,501002,1,0.0,0,-1,0,1004,0,-1,-1,0,0,00,16,0,-1,-1,-1,20,0,50,0,2,0,255,10,0,0,0,0000,223,1,17,1,-1,-1,-1,-1,-1,301000,-1,301002,13,1,0,65,0,10,1,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff00,0,-1,-1,-1,00000000ffffffffffffffff,ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000
1006,�,1,000000,-1,1,0.0,0,-1,0,1007,0,-1,-1,0,0,00,15,0,-1,-1,-1,1,0,50,0,0,0,255,254,0,0,0,0000,95,129,16,0,-1,-1,-1,-1,-1,301001,-1,-1,13,1,0,65,0,10,1,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff00,0,-1,-1,-1,00000000ffffffffffffffff,ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000
1007,�,1,000000,501003,1,0.0,0,-1,0,1006,0,-1,-1,0,0,00,16,0,-1,-1,-1,20,0,50,0,2,0,255,10,0,0,0,0000,223,1,17,1,-1,-1,-1,-1,-1,301000,-1,301002,13,1,0,65,0,10,1,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff00,0,-1,-1,-1,00000000ffffffffffffffff,ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000
1008,�,1,000000,-1,1,0.0,0,-1,0,1009,0,-1,-1,0,0,00,15,0,-1,-1,-1,1,0,50,0,0,0,255,254,0,0,0,0000,95,129,16,0,-1,-1,-1,-1,-1,301001,-1,-1,13,1,0,65,0,10,1,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff00,0,-1,-1,-1,00000000ffffffffffffffff,ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000
1009,�,1,000000,501004,1,0.0,0,-1,0,1008,0,-1,-1,0,0,00,16,0,-1,-1,-1,20,0,50,0,2,0,255,10,0,0,0,0000,223,1,17,1,-1,-1,-1,-1,-1,301000,-1,301002,13,1,0,65,0,10,1,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff00,0,-1,-1,-1,00000000ffffffffffffffff,ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000
1010,�,1,000000,-1,1,0.0,0,-1,0,1011,0,-1,-1,0,0,00,15,0,-1,-1,-1,1,0,50,0,0,0,255,254,0,0,0,0000,95,129,16,0,-1,-1,-1,-1,-1,301001,-1,-1,13,1,0,65,0,10,1,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff00,0,-1,-1,-1,00000000ffffffffffffffff,ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000
